,Date,Open,High,Low,Close,Adj Close,Volume,daily_return
0,1927-12-30,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,
1,1928-01-03,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,17.760000228881836,0,0.005662535805988744
2,1928-01-04,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,17.719999313354492,0,-0.0022523037731887463
3,1928-01-05,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,-0.009593684135519531
4,1928-01-06,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,17.65999984741211,0,0.006267841318150724
5,1928-01-09,17.5,17.5,17.5,17.5,17.5,0,-0.009060014088027035
6,1928-01-10,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,17.3700008392334,0,-0.007428523472377213
7,1928-01-11,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,-0.0011514367758980182
8,1928-01-12,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,17.469999313354492,0,0.006916364798062347
9,1928-01-13,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,0,0.006296543484548112
10,1928-01-16,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,0,-0.016495961856499042
11,1928-01-17,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.0005782718914852936
12,1928-01-18,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,-0.002312081499577401
13,1928-01-19,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,17.3799991607666,0,0.006952429333341836
14,1928-01-20,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,17.479999542236328,0,0.005753762157564735
15,1928-01-23,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,0.009153309588224356
16,1928-01-24,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,17.709999084472656,0,0.003968236805342196
17,1928-01-25,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,17.520000457763672,0,-0.010728325044102704
18,1928-01-26,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0.006278464619228208
19,1928-01-27,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,17.690000534057617,0,0.003403367903983767
20,1928-01-30,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,-0.011305865285555106
21,1928-01-31,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,0,0.004574038007602477
22,1928-02-01,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,0,-0.0022765514441354107
23,1928-02-02,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0,0.005704419292879681
24,1928-02-03,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,-0.01304591906891095
25,1928-02-06,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0,0.0028736290520334773
26,1928-02-07,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,-0.0005730789939605296
27,1928-02-08,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0,0.002866928642743183
28,1928-02-09,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0,0.0034305012422848336
29,1928-02-10,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,0,-0.0005697049554332922
30,1928-02-14,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,0,-0.005701275726912924
31,1928-02-15,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,0,-0.0022936304072485036
32,1928-02-16,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,0,-0.002873519434293592
33,1928-02-17,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,0,-0.017867403984236807
34,1928-02-20,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,0,-0.005281698811757662
35,1928-02-21,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,0.009439518596479513
36,1928-02-23,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,0,0.0011688223086876448
37,1928-02-24,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,0,0.0029189227588346522
38,1928-02-27,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0,-0.004074487402839555
39,1928-02-28,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,0,0.0029222229852112758
40,1928-02-29,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0,0.00582752810949505
41,1928-03-01,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.0023174396088232463
42,1928-03-02,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0,0.0
